request,type
Create meeting at 10 on monday in 1up room,create_event
Add dinner with friends on the 15th at 6pm,create_event
schedule event buytampons in 5 days,create_event
add tentative robotics event next weekend,create_event
add pick up candy on halloween,create_event
Schedule a conference call at 3pm on Wednesday,create_event
Set appt @ 5,create_event
Add event -Saturday: Potato Pickup 1pm @ Bus Station,create_event
I need this event put on my calendar.,create_event
"Set group meeting, 4 to 5, this Wednesday, ugli",create_event
Schedule a one hour meeting with Grace in the morning of  October 25.,create_event
Create event on wednesday all day,create_event
Create event group meeting October 31st 5-7pm,create_event
Add event Thursday from 5 PM to 7 PM,create_event
I'm going shopping tomorrow at 5pm. can you add that to my calendar?,create_event
Sam's wedding is January 25th. Block out my whole day,create_event
Add entry for waffle Wednesday every first Wednesday,create_event
Schedule frisbee at 10pm for tuesday,create_event
Create event : breakfast at 7:30 am for tomorrow and saturday,create_event
Add this event on my calendar for this Thursday at 3pm.,create_event
"Schedule on 19th of December, Christmas trip",create_event
Add vacation block for 2 weeks starting Saturday,create_event
I have an event 10am-3pm. Add to agenda,create_event
Going back home on thanksgiving at 4pm. Can you create an event for that?,create_event
Taking a walk with Eleanor tomorrow during lunch - new event,create_event
Go to concert on Friday from 10 to 12 - new event,create_event
Schedule movie with friends at AMC from 1pm to 7pm,create_event
School meeting at 5PM for 1 hour in Sever Hall tomorrow,create_event
I have an appointment. Add to calendar,create_event
Put lunch 1-2pm on Monday October 24 in my calendar,create_event
Add project team meeting every thursday at 7pm,create_event
Add reading circle to friday @ 4pm,create_event
Add watch lecture 6,create_event
Schedule a gallery visit on friday.,create_event
Schedule math test on friday the 13th,create_event
Add event on Sunday 4pm,create_event
Set up a meeting for buddhist study,create_event
Schedule soccer game at eight,create_event
Put the weekly board meetings on Fridays at 6:30 pm on my calendar,create_event
Can you set up a meeting every third thursday of the month to review employee recognition awards?,create_event
Add meeting time at 2PM for the next two Thursdays,create_event
I need to move the car by tuesday. Can you put that on my agenda?,create_event
Make event called Call Mom every Tuesday at 7 pm for 10 weeks,create_event
Add homework due on Oct 28 to calendar,create_event
"Mark my calendar for October 11th, I'm gonna go visit mom.",create_event
Add 4 o'clock meeting Wednesday,create_event
Add concert on wednesday at 9pm,create_event
Add Alyssa's birthday dinner at 6 at home,create_event
Create a new event called visiting mom at 10am next tuesday,create_event
Schedule presentation from 12-3 PM tomorrow,create_event
Add library meeting for 8 AM tomorrow for an hour,create_event
Include on the calendar the small group session on thursday 7pm,create_event
Add an event for fundraising,create_event
Add Brass Quintet 12:00-12:50 every Thursday,create_event
I have a meeting from 9 to 10 on Friday. Add this?,create_event
Set up a meeting on the 21st at 2,create_event
Put a event at 4pm Wednesday called Hooligan's Concert,create_event
"Block off 3 hours of time today starting at 3PM for ""Design Time""",create_event
add work from 2 to 5pm,create_event
I have an interview on October 24th. schedule this?,create_event
"assistant, please add in ""pchem homework due tuesday""",create_event
Add event for next Tuesday,create_event
Add event on 11/11 at 2pm for two hour meeting with boss,create_event
I have an date on 2/5 at 7pm. Please add this on my agenda,create_event
create event - meet with my advisor tomorrow at 1,create_event
Schedule a visit with mom at 10am on april 3,create_event
Can you add an event,create_event
Add Animal Behavior class for every Monday from 9AM to 10AM,create_event
Schedule chemistry test next Friday,create_event
Schedule meeting with Bahar to go over homework at 5 on saturday,create_event
"Can you add ""marketing meeting (10/31 at 4pm)"" to my calendar?",create_event
Add design review on Wednesday at 8 pm,create_event
Add viewing movie later,create_event
"Set every Tuesday from 7PM to 9PM as ""nap time""",create_event
Schedule leave at 3:30,create_event
add work on project at 9pm,create_event
add meeting Tuesday 4P.M.,create_event
Create event - groceries 9am to 10am tomorrow,create_event
Make an appointment for my boss on Tuesday at noon,create_event
Schedule meet with Kate at 8.,create_event
Schedule sleep time,create_event
Add laundry at 3,create_event
Mark tomorrow night as busy,create_event
"Add Event: December 15th, 2016, 8pm, dancing with James.",create_event
Make a weekly event for practice at 4:00pm,create_event
Add backpacking with friends from 10-12 tomorrow.,create_event
Add work Thursday 6 to 9PM,create_event
Can you schedule my class for 11am to 1pm?,create_event
Mark an appointment for ten this Saturday.,create_event
Add high school hangout Saturday at 9AM for 9 hours,create_event
Plan dinner tonight at 6pm,create_event
"12:00am, new event for leaving Michigan for the Airport",create_event
Add Chem test this friday,create_event
Schedule Bobs birthday on the 8th,create_event
Add rehearsal all day tomorrow,create_event
Add walk dog everyday 10 am,create_event
Make an appointment at 6pm,create_event
Can you add the 8PM party on Saturday?,create_event
Create event every Friday from 3-5 pm,create_event
Create event call back Juno at 5PM,create_event
Mark Tuesday 9pm meeting,create_event
add meeting at 4pm at the cafe,create_event
Schedule homework for the next three hours,create_event
Add Mom's birthday is on the 29th of January,create_event
Schedule prepare meals at 8pm,create_event
schedule football practice tomorrow,create_event
enter game on second tuesday of october from 3 to this 4pm with Bill,create_event
add my meeting at 6pm to my schedule,create_event
enter event at 4pm,create_event
add to calendar meeting tomorrow at 10am,create_event
schedule seeing pete tomorrow at 8:00 AM,create_event
new event - visit Ann arbor December 17,create_event
new event buy cake next sunday,create_event
"create event violin lesson after orgo exam, at 10 PM tomorrow",create_event
create event Get ice-cream with Juno,create_event
Add Birthday February 2,create_event
I will be meeting with my boss on Tuesday from 5pm to 7pm at NYC. Add this to the calendar please,create_event
My mentor calls are from 12 to 1PM every Monday and Wednesday. Block off my calender and set an alarm 30 minutes before.,create_event
add an event for executive board meeting at 11 pm every saturday,create_event
Put the Monday 10 am meeting on my schedule.,create_event
Add a doctor's appointement at 5:15 pm tomorrow,create_event
Make note that the cancer walk is tomorrow at 7 in the morning.,create_event
add begin cry session after 3rd entry,create_event
Please schedule a meeting at 5 for Monday,create_event
please schedule my meeting tomorrow at 9 am.,create_event
Put my study time on the calender for tomorrow from 8am to 4pm,create_event
set up meeting with calculus professor on Monday 2pm,create_event
Put in dental appt for tomorrow at 2 p.m.,create_event
I'm meeting with Bob on the 22nd at 8am. Can you put this on my agenda?,create_event
add kickboxing at 5pm on Tuesdays and Thursdays until December 19th,create_event
Go to calendar and add marketing meeting every Monday at 4.,create_event
"Add an event for a Barbecue at Jim's House, next Saturday.",create_event
Every Saturday from 10am to 12pm I will have soccer practice. Please make note of this on the calendar.,create_event
schedule me to feed the fish every day at 2pm,create_event
schedule me as watching Inferno 2 hours before midnight on Friday,create_event
Set my interview for 11:00am on Sunday.,create_event
"Put ""Lunch with Kristin"" at 1:30pm in my calendar",create_event
"Every thursday, from now on, at 3pm I have a therapist's appointment. Please add this.",create_event
Add Gene's Party on the 6th,create_event
Create event to make dinner tonight,create_event
schedule the party tomorrow,create_event
Schedule event for Homework for Sustainability every Tuesday and Thursday.,create_event
I'm going to a family dinner Monday night at 7 - add that to my calendar.,create_event
I need to meet teammates in 5 minutes. Please create an event for this.,create_event
2/15 14:00-16:00 Doc Appt - new,create_event
"Calendar, doctors appointment Monday at 9am - new",create_event
add appointment hair cut at 2pm tomorrow,create_event
Going home Thursday through Sunday -add ,create_event
"Please block off all day every day next week, I need to finish this project and I don't want to be bothered",create_event
Add an appointment with Jarrod for next Wednesday from 3:30pm to 4.,create_event
haircut. thursday. noon - please add to calendar,create_event
Class at 3 in one week from today - make note on calendar,create_event
Set up meeting scheduled for November 1,create_event
Set up a recurring marketing meeting every Monday at 4pm for 5 weeks,create_event
Add Hippie Store later,create_event
Add flight to Austin from 5:37pm to 9:13pm California time,create_event
Add call with Nikki at Digital Globe after lunch Wednesday this week.,create_event
I have a meeting at work 11/15 at 8AM. Please add that to my calender.,create_event
add dinner party at 7 tomorrow,create_event
add meet with E-rich tomorrow,create_event
add pick up Ducati from Motorworks today at 3,create_event
add event: trip to see mom on tuesday at 10am,create_event
Add capstone deadline at 10am November 18th,create_event
Taking Son to his Chinese School every Sunday afternoon between 2:00 - 4:00 pm. Please add 30 min of driving time,create_event
add running club every wednesday 6-8pm,create_event
I need to go Christmas Shopping on December 24th at noon. Please put this on my agenda.,create_event
Add TSM to my calendar every Sunday from 6:30 till 9:00,create_event
fill a one hour time slot next thursday afternoon for a meeting with Evan,create_event
Schedule a meeting at 5 tomorrow evening,create_event
add interview with matt at 4pm this thursday,create_event
The day before Christmas add shopping event.,create_event
Setup a meeting for tomorrow at ten with John Doe,create_event
Plan grocery run Sunday morning at 8am.,create_event
Add cub scout meeting next Wednesday at 6:00,create_event
add functions lesson to my calendar for sept 23 at 1pm,create_event
Can you block off some time in my calendar for us to discuss this on Thursday?,create_event
add presentation Wednesday October 26th at 9:00 AM,create_event
add yoga next Monday morning,create_event
I'm having lunch with Mark next Wednesday at twelve. Can you mark this on the calendar?,create_event
Add get fish on way home from work,create_event
"Mark on the calendar that I have a birthday party for Jorge at 6:30pm, October 31st.",create_event
add coffee at 8 with david at black eye,create_event
Schedule a meeting with Brooks sometime today.,create_event
I'm meeting with Suresh from 3:30-4. please add to agenda.,create_event
I'll have dinner at 6pm with Michelle,create_event
Add pick up groceries after dinner with mom,create_event
Add buy tampons in 5 days,create_event
Add visiting friend at 6 on friday,create_event
Schedule Monday - test,create_event
I have a call at 2pm - schedule on calendar,create_event
New event: 5p,create_event
new event Wednesdays: Lunch with Liz 11:30am @ Oakenshields,create_event
"I'm going to the pary at 9, please put it on my calendar for me.",create_event
Make an event on Wednesday for a group meeting at 4 that lasts an hour,create_event
Add a meeting with Grace on October 25 10 am for 1 hour,create_event
Add an event for an hour from today,create_event
"Create event group meeting 5-7pm every Monday, Wednesday, and Friday for next two months",create_event
I have class from 4-6pm on monday. can you put this on my calendar?,create_event
drinks with kajal this friday. mark on agenda,create_event
set up meeting with Jane at the Corner Coffe at 11 tomorrow,create_event
"Schedule weekly AHM meeting at Monday 7 pm until december 19, 2016",create_event
put down frisbee at 10pm tuesday until November 30,create_event
add a meeting between 3 and 5 to my calendar for tomorrow,create_event
add go to staples tomorrow,create_event
schedule meeting at 7pm tomorrow,create_event
Create event: Going back home on June 26th,create_event
date night tonight at 9pm - create this event,create_event
Can you please set an event for 10am-3pm,create_event
Friends are coming over next friday at 3 - new event,create_event
New event: Make sure the contractors are out of the building by 5pm,create_event
new event - do laundry at 9,create_event
add job interview at career center from 1pm to 3pn,create_event
Add reunion on Thanksgiving to my calendar.,create_event
Add to calendar school meeting for 5PM at Sever Hall for 1 hour,create_event
"Add an event for a call with my parents, it is from 2 to 4 on Sunday",create_event
schedule eating with friends at 12pm saturday,create_event
add 30 minute meeting with laura about neurobio,create_event
Add lunch with Natalie tomorrow 12-1pm in Quincy dhall,create_event
Schedule math midterm on november 8th from 6 to 8pm,create_event
"new event @5pm celebrate the end of the world, thanks.",create_event
add moms birthday party at 6pm november 11,create_event
new event buy coffee before math class,create_event
This Friday schedule a meeting at 6,create_event
"Create event for funeral 2 weeks from now, whole day",create_event
"On 4pm Friday, I have team meeting. Please put this on my agenda.",create_event
add appointment at 3,create_event
create study group tomorrow at 5,create_event
add 5pm meeting tomorrow,create_event
I'm visiting the animal shelter tomorrow at noon. Add to calendar,create_event
Schedule dinner with professor at 8pm every Saturday in March,create_event
Please add meeting event for 3 hours to next Thursday,create_event
schedule call mom and dad for 7pm,create_event
Put in Calendar eat breakfast every Saturday at 10 am,create_event
schedule midterm next next Wednesday at 3pm,create_event
schedule visit mom next tuesday,create_event
schedule Wednesday meeting at 4,create_event
Schedule a lunch date this Saturday at noon,create_event
Add an event for this Saturday,create_event
Dad and Ken coming to visit December 26-31. Please enter that in the schedule,create_event
Schedule monthly staff meetings with my team on the third Thursday of the month.,create_event
Next tuesday at 10am I'm visiting mom. Please enter that into my calendar.,create_event
Schedule interview with Jackie at 10AM this Saturday,create_event
Add a math meeting to next Saturday from 4pm to 6pm.,create_event
schedule office hours every monday and tuesday 6:30-9:30pm,create_event
Create an event for company breakfast friday,create_event
Set my meeting to 2:15 monday,create_event
Set 5:30 Dinner every day,create_event
mark down meeting at 12 on thursday,create_event
create event to buy groceries on Saturday,create_event
Please create an event on the 26th from 3 to 6,create_event
Schedule a meeting for me and John with video conferencing set up for 3PM PST.,create_event
schedule work on projects at 9,create_event
schedule leave dorm by 9,create_event
Add an event that I have a group presentation on November 24th,create_event
create event - Pick up the books tomorrow,create_event
add in pchem homework due wednesday at 3 pm,create_event
add call mom at 12,create_event
add event to take the car to the shop Saturday at 10 am,create_event
Add event for boss meeting for 2 hrs on 11/11 at 2 pm,create_event
schedule pumpkin patch on saturday at noon for three hours,create_event
schedule Aunt's birthday in two weeks,create_event
Add an hour to my next meeting,create_event
Block out two hours for lunch,create_event
schedule drink more water at 12,create_event
schedule call taylor at 2,create_event
Schedule hw due at five pm,create_event
Add my dinner with Brian on Friday at 4,create_event
Schedule Meet Rebecca this Thursday,create_event
My plane leaves at 7:30 on November 24th. Please add that to my calendar,create_event
"Marketing meeting next Monday from 4 - 6 pm, please add that to my schedule",create_event
add meeting to my day at 8am,create_event
Show on October 30th at 3pm - new event,create_event
new event: GE info session at 5 pm tomorrow at 413 Stearns (stearns = building at Neu),create_event
schedule seeing dad later,create_event
"Set October 31st to ""Spooky Scary Skeletons Day""",create_event
I need to go to the doctor's at 6PM. Please add that to my calendar,create_event
new event 5am write essays,create_event
Add meeting. Tuesday 4P.M at Prospect Common Room.,create_event
Schedule lecture 930 for an hour and 15 minutes tuesday,create_event
I have to go to the theater at 9 on Saturday. please add that to my schedule,create_event
Schedule dinner at Thelonius Monkfish Friday at 6.,create_event
"Create event ""write essays"" at 6am in my calender",create_event
schedule office hours professor steininger 2pm,create_event
I have small group at 7 pm every Tuesday. new event,create_event
"Add to my calendar, test next week Friday.",create_event
"Add, to my calendar, all the days we have a holiday",create_event
"add admin meeting- 3pm, Monday",create_event
add orthodontist appointment tomorrow at 9.,create_event
add Choir every Tuesday 6:30PM,create_event
add meet Rachel Jo at 3pm on Tuesday.,create_event
add Volleyball Game Thursday at 4PM for 5 hours,create_event
add tutoring Thursday at 7pm,create_event
There is a lunch meeting at 8:00am in Arizona. please schedule,create_event
Add Math test on the 31st,create_event
schedule team meeting every day this week at 3pm,create_event
"New event, bobs birthday in 12 days",create_event
"Henry's birthday is in a week, can you put that on the calendar?",create_event
add eat medicine everyday at 10pm,create_event
Set appointment at 7pm,create_event
Add the event from 8 to 10 in the morning the day after tomorrow,create_event
I am going to a concert on April 10th at 10 pm. Please mark that on my calendar,create_event
Please add event on October 5th from 3:40pm to 5:00pm,create_event
Add 9pm meeting tuesday,create_event
"Block off the whole entire day on Wednesday, October 27th.",create_event
add history test on Friday,create_event
Create an event for tomorrow for the club meeting,create_event
I need to go to the supermarket tomorrow at 8 in the morning. Schedule that please,create_event
Grocery Shopping on sunday til 10. please schedule that.,create_event
Add Orgo tomorrow at six,create_event
schedule this event from 4 to 5 on mondays wednesdays fridays from today until end of 2016,create_event
add the 2pm meeting tomorrow in my schedule,create_event
"add class for tuesday, oct 25 at 3pm",create_event
I'll be studying everyday at Caffe Bene at 8:00 PM to 10:00PM. please add that to my calendar,create_event
please create an event for grocery shopping tomorrow morning,create_event
"I just signed up for a yoga class every Friday at 5 PM, please add that to my calendar",create_event
schedule desk duty every friday and saturday at 11 PM,create_event
schedule CS HW due tomorrow,create_event
schedule Midterm 8pm November 10,create_event
"add event November 11th, 5pm-7pm, NYC, meeting with boss",create_event
Schedule a reminder for Hip Hop Dance class at Uforia every Thursday night at 6:30PM.,create_event
add all day event bbq with coworkers this saturday,create_event
Add an event for Monday at 10 on my calendar.,create_event
Add an event for the performance next Tuesday at 4,create_event
add prepare for my presentation tomorrow at 3pm,create_event
add eat food at 9 pm,create_event
Schedule meeting for 6 today,create_event
Set up marketing meeting tomorrow at 9 am,create_event
pencil me in for a team meeting on the first Monday of every month,create_event
Put my 5am jog on the calender,create_event
Put the meeting with calculus professor on Monday at 2pm on my calendar,create_event
create an event to meet professor every tuesday at 8pm until April,create_event
add meet with my group from 5-7 tomorrow,create_event
add RUF at 9:15 pm tonight,create_event
add event for every Monday at 4pm attend marketing meeting,create_event
add an event for next saturday. Location: Jim's House. Event Title: Barbceue.,create_event
Can you add a conference call for November 19th at 3pm?,create_event
Create an event for my party on November 20th,create_event
"Mark ""Sharon's birthday"" for every dec 2.",create_event
Put the 2:00pm college visit today on my schedule.,create_event
Schedule my meeting for friday at 2,create_event
I'm going to have lunch with Kristin at 1:30pm today. Can you put it in my calendar?,create_event
add visit Becka on friday morning!,create_event
Write on the calendar that I go to the store at 3 PM on Saturdays,create_event
Schedule listen to radio in the mornings,create_event
Schedule make Dinner on Sunday,create_event
Add event 1pm-4pm for dancing classes.,create_event
I need to buy groceries tonight. Create an event for that at 6 please.,create_event
Put cooking class on my calendar,create_event
add Maianne & Bethany Wed on Friday the Twenty-eighth,create_event
"new calendar event, doctors appointment Monday 9am",create_event
make 9am to 7pm busy for my networking event please,create_event
Schedule lunch with Dave Saturday then meeting Bryan,create_event
Schedule a meeting with Sally on Friday at 4pm for 30 minutes in the Pikachu room.,create_event
Schedule study session at 6 on the 27th,create_event
new event next week. thursday. noon. haircut.,create_event
schedule scrum meeting every weekday at 9,create_event
"I have a meeting on November 1, schedule it",create_event
"On November 12 at 6pm, I'm having dinner with Lauren. schedule that",create_event
create event for call tomorrow at 12 PST,create_event
"Thanksgiving is the fourth Thursday of November every year, please add this to my calendar",create_event
Schedule meet with Carl at 2 pm Wednesday next week. ,create_event
"Please add the following to my calender for 4PM on 11/2/2016: ""Budget Review with Accounting""",create_event
Create a recurring event for my Wednesday afternoon meetings,create_event
Create event for potential travel to DC on July 17th through the 22nd,create_event
create event for seeing mom on tuesday ,create_event
add doctors appointment June 10th at 9am,create_event
please note that I am leaving school at 5:30 on weekdays,create_event
add interview my interview with google adjust for pst,create_event
Monday at 9 I'm going to be at 1644 platte street. please add that to my calendar,create_event
Put dinner with Olivia on Thursday at 8 at Fuzzy's on my calendar,create_event
setup a meeting with Evan next thursday at some point in the afternoon,create_event
Put coffee with mom at 9am tomorrow,create_event
new event return books at library 9am tomorrow,create_event
set event 6pm dinner,create_event
schedule pick up the kids after work,create_event
schedule workout at 6am tomorrow,create_event
new event to send gifts next week for August birthdays,create_event
schedule massage on october 26 at 4pm for 2 hours,create_event
Please add a meeting with Jane to my calendar for November 21st,create_event
please add my meeting with boss at 6pm Thursday,create_event
add practice with AWS/Spark on Wednesday night,create_event
add call dad every other Thursday night at 7:30,create_event
add check window cracks at home toady to my calendar,create_event
Add a meeting for me to go over the contract with John Ryder for Thursday.,create_event
schedule home for thanksgiving starting wednesday night for 4 days,create_event
Book 4 meetings in rooms with televisions from 3 to 3:30 for my students.,create_event
Schedule coffee with Ben tomorrow morning at 10:15.,create_event
mark that I'll be working out of Galvanize tomorrow on my calendar,create_event
add Chiropractor 730pm,create_event
add dinner next Thursday at 7PM.,create_event
add Put clothes in dryer in 45 minutes.,create_event
add make coffee at 8am,create_event
add Koda grooming appointment this Friday at 10,create_event
Add a phone call at 3pm for every Tuesday,create_event
Note down a deadline for the programming projects due in one month,create_event
Schedule a meeting for Thursday from 5 to 7 pm,create_event
"Please make a note that we stop working February 21, 2017",create_event
Schedule meetings on Mondays and Wednesdays every week after hours,create_event
Create a 9am meeting with John tmrw,create_event
new event wednesday,create_event
add project due friday 11:59pm,create_event
add work on project 5 tonight and tomorrow night 6pm,create_event
create meeting for 3 hours next thursday,create_event
schedule a meeting 30 minutes after the first practice of every week,create_event
schedule Fish & Chips w/ Mickey @ noon 21/3,create_event
add Exercise at 6 every day,create_event
add Chanting 30 minutes with Juno Friday morning,create_event
add Take vitamin every day at 530p,create_event
Every other week create an event to call Grandparents at 3pm on Fridays,create_event
add daimoku every morning at 9am and evening at 7pm on weekdays,create_event
Add event to call grandparents at 2pm on Sunday,create_event
Add meet friends at 8:00,create_event
I need PyData scheduled for 4:00,create_event
Schedule Analyze Boulder for 5:00,create_event
please schedule my meeting in ten minutes,create_event
Put my meetings at 6 and 9 on my calendar,create_event
Create meeting at 5 till 7 in ggb on tuesday,create_event
create event for sub stuff tomorrow from 12-4,create_event
schedule event every Tuesday from twelve to one at the Dude for study meeting,create_event
schedule event every last sunday of the month,create_event
add an event that Paycheck comes 15th and 30th each month,create_event
Please put April's birthday on my calender for March 3rd.,create_event
Add IC Floor event at 7:30 to my calender on August 23rd.,create_event
Add Take my medicine at 8:00 every morning please,create_event
Please set a family event on July 4th,create_event
Schedule call my mom on May 5th,create_event
Can you add an event at noon every Monday?,create_event
Please add an event at noon next Monday.,create_event
Add an event at noon next Monday,create_event
Add an event to my calendar for noon every Monday,create_event
create event at noon on Monday,create_event
add planning meeting at 8pm tonight,create_event
add meeting from 2 to 3 next Wednesday,create_event
"I have to go visit my brother the day after tomorrow, can you add that visit to my calendar?",create_event
add meeting at 2pm,create_event
"My mom and I are meeting for dinner tonight at 7 at gratzi, can you put that in my calendar?",create_event
can you add my weekly call with my grandma to my calendar for every Sunday at 8 pm?,create_event
"I have a planning meeting at Jennifer's house every other week, can you out that in my calendar along with a reminder for one hour beforehand?",create_event
Can you add my meeting to tomorrow's schedule? Thanks.,create_event
Please remember to add my 2pm meeting in tomorrow's schedule. Thanks.,create_event
Don't forget to put my meeting at 2pm in tomorrow's schedule! Thank you.,create_event
schedule call sister at 10am tomorrow,create_event
Can you put in my 2pm meeting in tomorrow's schedule? Thanks.,create_event
"list all events with ""family""",query_events
What days do I have robotics this week?,query_events
What's my agenda for today?,query_events
What's my schedule today,query_events
What is my schedule today?,query_events
What time is my meeting for today?,query_events
What do I have today?,query_events
when is my meeting on thursday,query_events
Do I have anything to do today,query_events
When am I meeting Grace this week?,query_events
When is my meeting on friday?,query_events
Do I have any events this week?,query_events
Am I free next Tuesday?,query_events
What time do I have class today?,query_events
When is my appointment with my doctor this week,query_events
What's my next class?,query_events
What do I have scheduled today?,query_events
Whats happening tomorrow?,query_events
What are my plans for tomorrow?,query_events
What's happening in the next 3 hours,query_events
When am I hanging out with my friends?,query_events
What time is my meeting for today?,query_events
Do I have to do anything today?,query_events
do i have tennis this week?,query_events
What's on my schedule tomorrow,query_events
Whens my dentis appointment,query_events
How long until my next meeting?,query_events
When am I visiting Juno?,query_events
When is class on Tuesday?,query_events
What events do I have today?,query_events
What do I have to do today?,query_events
When do I have work,query_events
What time do I have free on Saturday,query_events
When do I have to submit my paper?,query_events
When is my meeting with liz on friday?,query_events
What do I have today?,query_events
What do I have to do today?,query_events
What's my schedule look like this week?,query_events
When is my next appointment?,query_events
next item?,query_events
When's the meeting with jim?,query_events
Schedule today,query_events
show my meeting this week with Daisy,query_events
What do I have today,query_events
Any important things this week?,query_events
Do I have anything going on from 3pm to 6pm tomorrow?,query_events
What time am I meeting with Steve to review the budget?,query_events
What do I have to do this afternoon?,query_events
Do I have anything to do this coming Friday?,query_events
when is the next birthday coming up,query_events
What's my schedule today?,query_events
what's my next event?,query_events
What do I have scheduled for today?,query_events
Are there any big events scheduled this week?,query_events
Is anything scheduled this week,query_events
Am I free this Saturday?,query_events
What time is my first meeting,query_events
What is the phone number for the next conference call?,query_events
What appointments do I have scheduled for today?,query_events
Do i have anything to do today?,query_events
Am i busy today,query_events
When is dinner with mother?,query_events
When is my math meeting next week?,query_events
what do i have planned this week,query_events
When is my next scheduled item on my agenda?,query_events
When is my next event?,query_events
When is Brass Quintet?,query_events
What's my agenda today?,query_events
When is my appointment tomorrow?,query_events
What do I have today?,query_events
When is my next available 3 hour time block?,query_events
Am I busy after school tomorrow?,query_events
When is my doctor's appointment this week?,query_events
When is my marketing meeting?,query_events
Did you reschedule my doctor appointment?,query_events
What do I have due next week?,query_events
Do I have anything for tomorrow?,query_events
Give me a rundown for this week's schedule,query_events
What is my schedule today,query_events
Do I have anything scheduled on [date] at [time]?,query_events
Any homework due this week,query_events
When is my parents' anniversary?,query_events
What is on my calendar today,query_events
What do I have on Wednesday,query_events
what time is the thing on Sunday,query_events
Tell me my agenda for today,query_events
What is on for today?,query_events
When am I free tomorrow?,query_events
What do I have to do today,query_events
When is my next assignment due?,query_events
Can you briefly run through today's schedule?,query_events
Whats on for today,query_events
When do I work next?,query_events
Where is the Ge event tomorrow,query_events
When do I meet?,query_events
What does my week look like?,query_events
When's my doctor's appointment?,query_events
How much time before I have class?,query_events
Am I free Tuesday 4P.M to 6PM?,query_events
How much time do I have unscheduled?,query_events
What do I have to do tonight?,query_events
What is the time of my next meeting?,query_events
What are my events for today,query_events
whats my schedule for the day,query_events
Am I busy Friday night?,query_events
What day of the week is today next year?,query_events
What important dates are coming up?,query_events
What is my schedule today?,query_events
Do I have anything scheduled for tomorrow?,query_events
When is my next exam for learning and conditioning,query_events
Do I have any free time today?,query_events
When am I free this afternoon?,query_events
What homework do I have to do for today?,query_events
Anything at 2 today?,query_events
What are the events for today,query_events
What am I doing today,query_events
When is my chem test,query_events
Am I free tomorrow at 9am?,query_events
When is bobs birthday,query_events
Do I have anything planned for tomorrow?,query_events
What do I have to do this week?,query_events
What time is my meeting this afternoon?,query_events
What am I doing today?,query_events
Tell me what I am doing at 4.,query_events
What events do I have today?,query_events
How's the weather for today?,query_events
What do I need to do 45 minutes from now,query_events
What does my Thursday look like?,query_events
What is the plan for today,query_events
How many days until my next event?,query_events
What do I need to do today?,query_events
What did I add on the details for the meeting?,query_events
Am I busy tomorrow?,query_events
what time is this event?,query_events
when is my meeting with Jane,query_events
do i have an event today?,query_events
what's the agenda for today,query_events
What do my next two weeks look like?,query_events
When am I visiting Ann Arbor?,query_events
What am I forgetting for to do tonight?,query_events
where is my orgo exam?,query_events
When's my CS hw due?,query_events
When's the meeting,query_events
What are the events for today,query_events
What am I supposed to be working on?,query_events
can you pull up my appointments today?,query_events
What are some upcoming birthdays?,query_events
What's my schedule for today?,query_events
What is my agenda for today?,query_events
Who was I supposed to meet with tomorrow?,query_events
what time do i do homework,query_events
What times are my meetings today?,query_events
Whom am I meeting throughout this week?,query_events
When do I have free time this week?,query_events
when is my presentation,query_events
What's my schedule for today?,query_events
What time should I leave my house to reach the dental office in time?,query_events
When's my next test?,query_events
When is my Code for Good meeting?,query_events
What are my plans for today,query_events
What do i have for homework tonight?,query_events
When am I visiting my friend tomorrow?,query_events
What do I have scheduled for today,query_events
What is on my calendar for today?,query_events
When's my next therapist appointment?,query_events
What do I have on today,query_events
When am I having lunch with Kristin today?,query_events
When is my next doctor's appointment?,query_events
What's on the agenda today?,query_events
What am I doing today?,query_events
When is my mech test?,query_events
What is due today?,query_events
How's my day look today?,query_events
When am I supposed to do this?,query_events
What's happening next wednesday?,query_events
What's my agenda for the day?,query_events
what am i doing today?,query_events
When is my flight?,query_events
How much free time do I have this week?,query_events
When is dad's birthday?,query_events
what's going on next thursday?,query_events
What's on my schedule today?,query_events
What is my calendar like for this week,query_events
What time am I having dinner with Lauren?,query_events
How many parties am I going to this month?,query_events
When's the best afternoon for me to grab lunch with a friend?,query_events
What appointments do I have today?,query_events
What do I have scheduled for tomorrow?,query_events
What's on my schedule today?,query_events
What does next Tuesday look like?,query_events
When am I going to have my vasectomy?,query_events
Am I free on Saturday at 5pm?,query_events
Please tell me my agenda for tomorrow,query_events
find 6 free hours for me to study every week,query_events
What do I have scheduled for today?,query_events
Am I available tomorrow at 3,query_events
What does my afternoon look like tomorrow?,query_events
What does tomorrow look like?,query_events
When is my interview with Matt this thursday?,query_events
What do I have on my birthday?,query_events
What time was my meeting tomorrow?,query_events
When do I have lunch with Jerry this week?,query_events
What is scheduled for this week?,query_events
do i have anything scheduled for saturday afternoon?,query_events
What meetings do I have today?,query_events
What time is my meeting tomorrow?,query_events
Do I have anything substantial scheduled on the morrow?,query_events
What am I doing next today?,query_events
What do I need to do today,query_events
What am I supposed to do tomorrow?,query_events
When is a good time to eat cookies?,query_events
Am I free Wednesday night?,query_events
Do I have a lunch appointment?,query_events
When am I getting dinner tonight?,query_events
Are there any days in my calendar with an unusual number of events?,query_events
When is my next doctor's appointment?,query_events
